card_namber,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,dlina_gornolygnoi_trassy,tehnicheskie_haracteristiki,categoriya_trassy,spectialist_po_classificatci,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya
440000536,"Горнолыжная трасса «МУСТАГ 2» Горнолыжный курорт ""Шерегеш"" ООО «Каскад Финанс»",Горнолыжная трасса «МУСТАГ 2»,Общество с ограниченной ответственностью «Каскад Финанс»,Кемеровская область,4205216400,1114205004099,"Кемеровская область - Кузбасс, Таштагольский муниципальный район, Таштагольское лесничество, Шалымское участковое лесничество, квартал 55, выделы 1, 2, Квартал 67, выделы 1, 2, 3, 7, 18, 28",8 (913) 305-0000,info@sheregesh.su,2330 м,"Перепад высот 450 м, Угол наклона трассы 19.3%, Ширина  трассы От 20 - 40 м, Размер выката более 30 м",синяя,Анисимов С.Ю.,61,03.02.2022,Т/АА-153-2021/61-2022,04.02.2022,04.02.2025,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000535,"Горнолыжная трасса «МУСТАГ 1» Горнолыжный курорт ""Шерегеш"" ООО «Каскад Финанс»",Горнолыжная трасса «МУСТАГ 1»,Общество с ограниченной ответственностью «Каскад Финанс»,Кемеровская область,4205216400,1114205004099,"Кемеровская область – Кузбасс, Таштагольский муниципальный район район, Таштагольское лесничество, Шалымское участковое лесничество, квартал 55, выделы 1,2. Квартал 67, выделы 1, 2, 3, 7, 18, 28",8 (913) 305-0000,info@sheregesh.su,1970 м,"Перепад высот 518 м, Угол наклона трассы 25.9 %,  Ширина  трассы От 30 - 40 м,  Размер выката более 30 м",красная,Анисимов С.Ю.,60,03.02.2022,Т/АА-153-2021/60-2022,04.02.2022,04.02.2025,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000534,"Горнолыжная трасса «Спортивная» Горнолыжный курорт ""Шерегеш"" ООО «Каскад Север»",Горнолыжная трасса «Спортивная»,Общество с ограниченной ответственностью «Каскад Север»,Кемеровская область,4205323955,1111673003298,"Кемеровская обл, Таштагольский муниципальный район, Шерегешское городское поселение, пгт Шерегеш, ул Олимпийская, д. 38/1",8 (913) 305-0000,info@sheregesh.su,5273 м,"Перепад высот 537м, угол наклона трассы 40.1%, ширина трассы от 80 до 100 м, размер выката более 80",черная,Анисимов С.Ю.,59,03.02.2022,Т/АА-153-2021/59-2022,04.02.2022,04.02.2025,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000533,"Горнолыжная трасса «Запад 2» Горнолыжный курорт ""Шерегеш"" ООО «Каскад Запад»",Горнолыжная трасса «Запад 2»,Общество с ограниченной ответственностью «Каскад Запад»,Кемеровская область,4205353773,1174205009769,"Кемеровская область – Кузбасс, Таштагольский муниципальный район, Таштагольское лесничество, Шалымское участковое лесничество, квартал 67, выделы 19, 20, 27, 35, 37, 38, 41",8 (913) 305-0000,info@sheregesh.su,460 м,"Перепад высот 117 м, Угол наклона трассы 26.5 %, Ширина  трассы 30 м,  Размер выката более 30 м",красная,Анисимов С.Ю.,58,03.02.2022,Т/АА-153-2021/58-2022,04.02.2022,04.02.2025,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000532,"Горнолыжная трасса «Запад 1» Горнолыжный курорт ""Шерегеш"" ООО «Каскад Запад»",Горнолыжная трасса «Запад 1»,Общество с ограниченной ответственностью «Каскад Запад»,Кемеровская область,4205353773,1174205009769,"Кемеровская область – Кузбасс, Таштагольский муниципальный район, Таштагольское лесничество, Шалымское участковое лесничество, квартал 67, выделы 8, 9, 10, 17, 19, 20",8 (913) 305-0000,info@sheregesh.su,1460 м,"Перепад высот 243 м, Угол наклона трассы 16.6%, Ширина  трассы От 30 - 40 м, Размер выката более 30 м",синяя,Анисимов С.Ю.,57,03.02.2022,Т/АА-153-2021/57-2022,04.02.2022,04.02.2025,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000530,"Горнолыжная трасса «Восток 1» Горнолыжный курорт ""Шерегеш"" ООО «Каскад Восток»",Горнолыжная трасса «Восток 1»,Общество с ограниченной ответственностью «Каскад Восток»,Кемеровская область,4205353815,1174205009901,"Кемеровская область – Кузбасс, Таштагольский муниципальный район, Таштагольское лесничество, Шалымское участковое лесничество, квартал 55, выделы 2, 5. квартал 56, выдел10. квартал 67, выделы 3, 10, 19, 28, 32, 36, 37",8 (913) 305-0000,info@sheregesh.su,2400 м,"Перепад высот 488 м, Угол наклона трассы 20.3%, Ширина  трассы От 30 - 40 м, Размер выката более 30 м.",синяя,Анисимов С.Ю.,55,03.02.2022,Т/АА-153-2021/55-2022,04.02.2022,04.02.2025,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000531,"Горнолыжная трасса «Восток 2» Горнолыжный курорт ""Шерегеш"" ООО «Каскад Восток»",Горнолыжная трасса «Восток 2»,Общество с ограниченной ответственностью «Каскад Восток»,Кемеровская область,4205353815,1174205009901,"Кемеровская область – Кузбасс, Таштагольский муниципальный район, Таштагольское лесничество, Шалымское участковое лесничество, квартал 55, выделы 2, 5. квартал 56, выделы 1,2, 7, 8, 10. квартал 67, выделы 3, 10, 11, 19, 28, 32, 36, 37",8 (913) 305-0000,info@sheregesh.su,1890 м,"Перепад высот 400 м, Угол наклона трассы 21.2%, Ширина  трассы От 30 - 40 м, Размер выката более 30 м.",синяя,Анисимов С.Ю.,56,03.02.2022,Т/АА-153-2021/56-2022,04.02.2022,04.02.2025,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000529,"Горнолыжная трасса «Булочка» Горнолыжный курорт ""Шерегеш"" ООО «Каскад Курорт»",Горнолыжная трасса «Булочка»,Общество с ограниченной ответственностью «Каскад Курорт»,Кемеровская область,4205259428,1134205003272,"Кемеровская область – Кузбасс, Таштагольский муниципальный район, Таштагольское лесничество, Шалымское участковое лесничество, квартал 67, выделы 17",8 (913) 305-0000,info@sheregesh.su,1200 м,"Перепад высот 253 м, Угол наклона трассы 21%, ширина трассы От 30 - 40 м, размер выката более 30 м.",синяя,Анисимов С.Ю.,54,03.02.2022,Т/АА-153-2021/54-2022,04.02.2022,04.02.2025,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000528,"Горнолыжная трасса ""Учебная"" «БГК «Гора Соболиная» ООО «БГК «Гора Соболиная»","Горнолыжная трасса ""Учебная""",ООО «БГК «Гора Соболиная»,Иркутская область,3837002418,1033802720500,"665932, Иркутская обл., Слюдянский р-н,  г. Байкальск, мкр. Красный ключ, 90",+7 (395) 295-08-53,info@baikalski.net,160 м,Угол наклона горнолыжной трассы 5% - 15%.  Ширина трассы от 15 до 50 м. Размер выката 10 м,зеленая,Ефипов Алексей Александрович,13-р/2,28.12.2021,Т/145/005-2021,28.12.2021,27.12.2024,"Общество с ограниченной ответственностью ""Ассоциация экспертов туристской индустрии"""
440000527,"Горнолыжная трасса ""Крутяк (в составе ""Дорога)"" «БГК «Гора Соболиная» ООО «БГК «Гора Соболиная»","Горнолыжная трасса ""Крутяк (в составе ""Дорога)""",ООО «БГК «Гора Соболиная»,Иркутская область,3837002418,1033802720500,"665932, Иркутская обл., Слюдянский р-н, г. Байкальск, мкр. Красный ключ, 90",+7 (395) 295-08-53,info@baikalski.net,570 м,"Угол наклона горнолыжной трассы от 18% -40%. Имеется отклонение до 45% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы Ширина трассы 40 - 50 м. Имеется сужение до 20 м на отдельном прямолинейном участке с прямой видимостью более 120 м. Размер выката\t50 м",красная,Ефипов Алексей Александрович,12-р/2,28.12.2021,Т/145/004-2021,28.12.2021,27.12.2024,"Общество с ограниченной ответственностью ""Ассоциация экспертов туристской индустрии"""
440000526,"Горнолыжная трасса ""Слаломка"" «БГК «Гора Соболиная» ООО «БГК «Гора Соболиная»","Горнолыжная трасса ""Слаломка""",ООО «БГК «Гора Соболиная»,Иркутская область,3837002418,1033802720500,"665932, Иркутская обл., Слюдянский р-н,  г. Байкальск, мкр. Красный ключ, 90",+7 (395) 295-08-53,info@baikalski.net,650 м,Угол наклона горнолыжной трассы от 18% -109%. Ширина трассы\tот 40 до 50 м Размер выката 80 м,черная,Ефипов Алексей Александрович,11-р/2,28.12.2021,Т/145/003-2021,28.12.2021,27.12.2024,"Общество с ограниченной ответственностью ""Ассоциация экспертов туристской индустрии"""
440000525,"Горнолыжная трасса ""Лесовозка"" «БГК «Гора Соболиная» ООО «БГК «Гора Соболиная»","Горнолыжная трасса ""Лесовозка""",ООО «БГК «Гора Соболиная»,Иркутская область,3837002418,1033802720500,"665932, Иркутская обл., Слюдянский р-н, г. Байкальск, мкр. Красный ключ, 90",+7 (395) 295-08-53,info@baikalski.net,850 м,Угол наклона горнолыжной трассы от 15% -68%. Ширина трассы от 40 до 50 м Размер выката\t80 м,черная,Ефипов Алексей Александрович,10-р/2,28.12.2021,Т/145/002-2021,28.12.2021,27.12.2024,"Общество с ограниченной ответственностью ""Ассоциация экспертов туристской индустрии"""
440000524,"Горнолыжная трасса ""Президентская"" «БГК «Гора Соболиная» ООО «БГК «Гора Соболиная»","Горнолыжная трасса ""Президентская""",ООО «БГК «Гора Соболиная»,Иркутская область,3837002418,1033802720500,"665932, Иркутская обл., Слюдянский р-н, г. Байкальск, мкр. Красный ключ, 90",+7 (395) 295-08-53,info@baikalski.net,1500 м,"Угол наклона горнолыжной трассы от 18% - 40%. Имеется отклонение до 42% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы  Ширина трассы от 35 до 50 м Размер выката 80 м",красная,Ефипов Алексей Александрович,09-р/2,28.12.2021,Т/145/001-2021,28.12.2021,27.12.2024,"Общество с ограниченной ответственностью ""Ассоциация экспертов туристской индустрии"""
440000523,"Горнолыжная трасса ""H-F1"" ГТЦ ПАО ""Газпром"" ООО «Свод Интернешнл» Д.У.","Горнолыжная трасса ""H-F1""",ООО «Свод Интернешнл» Д.У.,Краснодарский край,7730163480,1037730004520,"354392, Краснодарский край, г. Сочи,  с. Эстосадок, ГТЦ ПАО «Газпром»",+7 (862) 2595-595,info@polyanaski.ru,673 м,Угол наклона горнолыжной трассы 8-9 гр.  Ширина трассы от 15 до 20 м Размер выката 20 м.,зеленая,Ефипов Алексей Александрович,227/1-р/2,24.12.2021,АА-022/127-2021,24.12.2021,23.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000522,"Горнолыжная трасса №8 ВТРК ""Эльбрус"" АО «КАВКАЗ.РФ»",Горнолыжная трасса №8,АО «КАВКАЗ.РФ»,Кабардино-Балкарская Республика,2632100740,1102632003320,"361605, Кабардино-Балкарская Республика,  Эльбрусский район, с. Терскол, ул. Азау, д. 12",+7 (86638) 71505,info@ncrc.ru,700 м,"Угол наклона горнолыжной трассы от 18 % до 40%, имеется отклонение до 70% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы Ширина трассы\tот 30 до 60 м. Имеется сужение до 20 м на отдельном прямолинейном участке с прямой видимостью более 120 м. Размер выката 50 м",красная,Ефипов Алексей Александрович,197-р/2,15.12.2021,Т/022/110-2021,15.12.2021,14.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000521,"Горнолыжная трасса №7 ВТРК ""Эльбрус"" АО «КАВКАЗ.РФ»",Горнолыжная трасса №7,АО «КАВКАЗ.РФ»,Кабардино-Балкарская Республика,2632100740,1102632003320,"361605, Кабардино-Балкарская Республика,  Эльбрусский район, с. Терскол, ул. Азау, д. 12",+7 (86638) 71505,info@ncrc.ru,1515 м,"Угол наклона горнолыжной трассы от 18 % до 40%, имеется отклонение до 119% на отдельном участке протяженностью менее 20% длины трассы, не изменяющее среднее значение уклона трассы Ширина трассы от 30 до 50 м. Имеется сужение до 8 м на отдельном прямолинейном участке с прямой видимостью более 120 м. Размер выката 50 м",красная,Ефипов Алексей Александрович,196-р/2,15.12.2021,Т/022/109-2021,15.12.2021,14.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000503,"Горнолыжная трасса №2 Горнолыжного комплекса ""Лесная сказка"" АО ""Санаторий ""Рассия""",Горнолыжная трасса №2,"АО ""Санаторий ""Рассия""",Алтайский край,2203000218,1022200534784,"659603, Алтайский край, Смоленский район, Белокурихинское лесничество, Белокурихинское участковое лесничество, квартал 90, части выдела 4,5,6,7,8,15,56 кадастрового участка № 22:41:040901:4262",8(385-77)23-790; 37-777,info@sanrussia.ru,125 м,"Ширина от 40 м, угол уклона 28%. Ландшафный рельеф трассы легкий и не очень резким перепадом участка с верхней точки от 25-40%. БКД-69-2016 ПС с пропускной способностью 629 ч/час",красная,Стусь О.П.,00005,20.12.2021,Т-54/АА-118/0005-2021,20.12.2021,19.12.2024,"Общество с ограниченной ответственностью ""Новосибирский центр сертификации и мониторинга качества продукции"""
440000504,Горнолыжная трасса «VP-15» ВТРК «Ведучи» АО «КАВКАЗ.РФ»,Горнолыжная трасса «VP-15»,АО «КАВКАЗ.РФ»,Чеченская Республика,2632100740,1102632003320,"366404, Чеченская республика, Итум-Калинский муниципальный район, село Ведучи, ВТРК «Ведучи»",+7 800-100-555-9,info@arhyz-resort.ru,957 м,Угол наклона горнолыжной трассы 15%-25%. Ширина трассы\tот 16 до 20 м. Размер выката 70 м.,синяя,Ефипов Алексей Александрович,214-р/2,15.12.2021,Т/022/103-2021,15.12.2021,14.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000502,"Горнолыжная трасса №1 Горнолыжного комплекса АО ""Санаторий Рассия""",Горнолыжная трасса №1,"АО ""Санаторий ""Рассия""",Алтайский край,2203000218,1022200534784,"659900, Алтайский край, г. Белокуриха, ул.Славского, 34",8(385-77)23-790,info@sanrussia.ru,222 м ширина 35 м с углом наклона 19%,Ширина 35 м с углом наклона 19. Ландшафный рельеф трассы легкий с перепадом участка от 15-19% без резких перепадов.БКД-47 (Тип БКД-39/01) с пропускной способностью 713 ч/час,синяя,Стусь О.П.,00004,20.12.2021,Т-54/АА-118/0004-2021,20.12.2021,19.12.2024,"Общество с ограниченной ответственностью ""Новосибирский центр сертификации и мониторинга качества продукции"""
440000501,Горнолыжная трасса «Учебная – 180» Горнолыжного склона «КАЙА» МАУ «Центр развития зимних видов спорта»,Горнолыжная трасса «Учебная – 180»,Муниципальное автономное учреждение «Центр развития зимних видов спорта»,Красноярский край,2469001763,1112469000071,"Северо-восточная часть города Дудинки Таймырского Долгано-Ненецкого муниципального района, Красноярского края",8 (39191) 5-35-75,may14042011@yandex.ru,"180,89 м","Перепад высот от 91,14 до 68,23 м. Угол наклона трассы 15%. Ширина трассы до 22 м. Размер выката более 10 м.",зеленая,Анисимов С.Ю.,53,16.12.2021,Т/АА-153-2021/53-2021,17.12.2021,17.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000500,Горнолыжная трасса «Основная – 380»  Горнолыжного склона «КАЙА» МАУ «Центр развития зимних видов спорта»,Горнолыжная трасса «Основная – 380»,Муниципальное автономное учреждение  «Центр развития зимних видов спорта»,Красноярский край,2469001763,1112469000071,"Северо-восточная часть города Дудинки Таймырского Долгано-Ненецкого муниципального района, Красноярского края",8 (39191) 5-35-75,may14042011@yandex.ru,"396,35 м","Перепад высот от 109,47 до 66 м. Угол наклона трассы 15%. Ширина трассы до 37 м. Размер выката более 10 м.",зеленая,Анисимов С.Ю.,52,16.12.2021,Т/АА-153-2021/52-2021,17.12.2021,17.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000499,Горнолыжная трасса «Учебный склон» Фанпарка «Бобровый лог» ООО «Ренонс»,Горнолыжная трасса «Учебный склон»,Общество с ограниченной ответственностью «Ренонс»,Красноярский край,2460061430,1032401801662,"Красноярский край, г. Красноярск, ул. Сибирская, д. 92, строение 23",8(391) 256-86-55,info@bobrovylog.ru,110 м,Перепад высот 10 м. Угол наклона трассы 9%. Ширина трассы 15 м. Размер выката более 10 м.,зеленая,Анисимов С.Ю.,51,16.12.2021,Т/АА-153-2021/51-2021,17.12.2021,17.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации и экспертизы ""Омск-Тест"""
440000484,"Горнолыжная трасса № 6 «Сноуборд парк» ГЛК ""Жебреи"" ООО ""ГК ""Жебреи""",Горнолыжная трасса № 6 «Сноуборд парк»,"ООО ""ГК ""Жебреи""",Пермский край,5948030319,1065948022480,"614530, Пермский край, Пермский район, Фроловское  сельское поселение д. Жебреи, Горнолыжный комплекс",+7 342 277-08-92,gkgaebrei@mail.ru,570 м,Угол наклона горнолыжной трассы от 11 % до 26%.  Ширина трассы от 30 до 40 м. Размер выката 50 м.,красная,Ефипов Алексей Александрович,188-р/2,14.12.2021,Т/022/102-2021,14.12.2021,13.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000483,"Горнолыжная трасса №5 ""Спортивная"" ГЛК ""Жебреи"" ООО ""ГК ""Жебреи""","Горнолыжная трасса №5 ""Спортивная""","ООО ""ГК ""Жебреи""",Пермский край,5948030319,1065948022480,"614530, Пермский край, Пермский район, Фроловское  сельское поселение д. Жебреи, Горнолыжный комплекс",+7 342 277-08-92,gkgaebrei@mail.ru,600 м,Угол наклона горнолыжной трассы от 11% до 22%. Ширина трассы от 15 м до 20 м.  Размер выката\t30 м.,синяя,Ефипов Алексей Александрович,187-р/2,14.12.2021,Т/022/101-2021,14.12.2021,13.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000482,"Горнолыжная трасса №4 ""Лисья"" ГЛК ""Жебреи"" ООО ""ГК ""Жебреи""","Горнолыжная трасса №4 ""Лисья""","ООО ""ГК ""Жебреи""",Пермский край,5948030319,1065948022480,"614530, Пермский край, Пермский район, Фроловское  сельское поселение д. Жебреи, Горнолыжный комплекс",+7 342 277-08-92,gkgaebrei@mail.ru,900 м,Угол наклона горнолыжной трассы от 5% до 18%.  Ширина трассы\tот 20 м до 35 м.  Размер выката 30 м.,синяя,Ефипов Алексей Александрович,186-р/2,14.12.2021,Т/022/100-2021,14.12.2021,13.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000481,"Горнолыжная трасса №3 ""Арбат"" ГЛК ""Жебреи"" ООО «Горнолыжный комплекс «Жебреи»","Горнолыжная трасса №3 ""Арбат""",ООО «Горнолыжный комплекс «Жебреи»,Пермский край,5948030319,1065948022480,"614530, Пермский край, Пермский район, Фроловское  сельское поселение д. Жебреи, Горнолыжный комплекс",+7 342 277-08-92,gkgaebrei@mail.ru,700 м,Угол наклона горнолыжной трассы от 5% до 17%.  Ширина трассы\tот 30 м до 40 м.  Размер выката30 м.,синяя,Ефипов Алексей Александрович,185-р/2,14.12.2021,Т/022/099-2021,14.12.2021,13.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000480,"Горнолыжная трасса №2 ""Миг"" ГЛК ""Жебреи"" ООО «Горнолыжный комплекс «Жебреи»","Горнолыжная трасса №2 ""Миг""",ООО «Горнолыжный комплекс «Жебреи»,Пермский край,5948030319,1065948022480,"614530, Пермский край, Пермский район, Фроловское сельское поселение д. Жебреи, Горнолыжный комплекс",+7 342 277-08-92,gkgaebrei@mail.ru,560 м,Угол наклона горнолыжной трассы от 11 % до 28%.  Ширина трассы от 30 до 40 м. Размер выката 50 м.,красная,Ефипов Алексей Александрович,184-р/2,14.12.2021,Т/022/098-2021,14.12.2021,13.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000479,"Горнолыжная трасса №1 ""Бивень"" ГЛК ""Жебреи"" ООО «Горнолыжный комплекс «Жебреи»","Горнолыжная трасса №1 ""Бивень""",ООО «Горнолыжный комплекс «Жебреи»,Пермский край,5948030319,1065948022480,"614530, Пермский край, Пермский район, Фроловское  сельское поселение д. Жебреи, Горнолыжный комплекс",+7 342 277-08-92,gkgaebrei@mail.ru,700 м,Угол наклона горнолыжной трассы от 5% до 15 %. Ширина трассы\tот 20 до 40 м. Размер выката 30 м.,зеленая,Ефипов Алексей Александрович,183-р/2,14.12.2021,Т/022/097-2021,14.12.2021,13.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000476,"Горнолыжная трасса № 9 ГЛК ""Танай"" ООО «Санаторий Танай»",Горнолыжная трасса № 9,ООО «Санаторий Танай»,Кемеровская область,4240010070,1094240000051,"652395, Кемеровская область-Кузбасс, Промышленновский  муниципальный округ, село Ваганово, улица Центральная, 20",+7 (3842) 39-00-99,booking@tanay.hcsds.ru,100 м,Угол наклона горнолыжной трассы от 5 до 15 %. Ширина трассы от 15 до 42 м. Размер выката\t50 м.,зеленая,Ефипов Алексей Александрович,180-р/2,10.12.2021,Т/022/096-2021,10.12.2021,09.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000475,"Горнолыжная трасса № 8 ГЛК ""Танай"" ООО «Санаторий Танай»",Горнолыжная трасса № 8,ООО «Санаторий Танай»,Кемеровская область,4240010070,1094240000051,"652395, Кемеровская область-Кузбасс, Промышленновский  муниципальный округ, село Ваганово, улица Центральная, 20",+7 (3842) 39-00-99,booking@tanay.hcsds.ru,300 м,Угол наклона горнолыжной трассы от 5 до 15 %. Ширина трассы от 15 до 54 м. Размер выката\t50 м.,зеленая,Ефипов Алексей Александрович,179-р/2,10.12.2021,Т/022/095-2021,10.12.2021,09.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000474,"Горнолыжная трасса ""№ 7"" ГЛК ""Танай"" ООО «Санаторий Танай»","Горнолыжная трасса ""№ 7""",ООО «Санаторий Танай»,Кемеровская область,4240010070,1094240000051,"652395, Кемеровская область-Кузбасс, Промышленновский  муниципальный округ, село Ваганово, улица Центральная, 20",+7 (3842) 39-00-99,booking@tanay.hcsds.ru,1500 м,Угол наклона горнолыжной трассы от 15 до 25 %. Ширина трассы\t30 м. Размер выката 200 м.,синяя,Ефипов Алексей Александрович,178-р/2,10.12.2021,Т/022/094-2021,10.12.2021,09.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000473,"Горнолыжная трасса ""№ 6"" ГЛК ""Танай"" ООО «Санаторий Танай»","Горнолыжная трасса ""№ 6""",ООО «Санаторий Танай»,Кемеровская область,4240010070,1094240000051,"652395, Кемеровская область-Кузбасс, Промышленновский  муниципальный округ, село Ваганово, улица Центральная, 20",+7 (3842) 39-00-99,booking@tanay.hcsds.ru,1350 м,Угол наклона горнолыжной трассы от 15 до 25 %. Ширина трассы 40-45 м. Размер выката\t200 м.,синяя,Ефипов Алексей Александрович,177-р/2,10.12.2021,Т/022/093-2021,10.12.2021,09.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000472,"Горнолыжная трасса ""№ 5"" ГЛК ""Танай"" ООО «Санаторий Танай»","Горнолыжная трасса ""№ 5""",ООО «Санаторий Танай»,Кемеровская область,4240010070,1094240000051,"652395, Кемеровская область-Кузбасс, Промышленновский  муниципальный округ, село Ваганово, улица Центральная, 20",+7 (3842) 39-00-99,booking@tanay.hcsds.ru,1100 м,Угол наклона горнолыжной трассы от 25 до 40 %. Ширина трассы\t30-40 м. Размер выката 150 м.,красная,Ефипов Алексей Александрович,176-р/2,10.12.2021,Т/022/092-2021,10.12.2021,09.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000471,"Горнолыжная трасса ""№ 4"" ГЛК ""Танай"" ООО «Санаторий Танай»","Горнолыжная трасса ""№ 4""",ООО «Санаторий Танай»,Кемеровская область,4240010070,1094240000051,"652395, Кемеровская область-Кузбасс, Промышленновский  муниципальный округ, село Ваганово, улица Центральная, 20",+7 (3842) 39-00-99,booking@tanay.hcsds.ru,1050 м,Угол наклона горнолыжной трассы от 25 до 45 %. Ширина трассы\t30-45 м. Размер выката 200 м.,черная,Ефипов Алексей Александрович,175-р/2,10.12.2021,Т/022/091-2021,10.12.2021,09.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000470,"Горнолыжная трасса ""№ 3"" ГЛК ""Танай"" ООО «Санаторий Танай»","Горнолыжная трасса ""№ 3""",ООО «Санаторий Танай»,Кемеровская область,4240010070,1094240000051,"652395, Кемеровская область-Кузбасс, Промышленновский  муниципальный округ, село Ваганово, улица Центральная, 20",+7 (3842) 39-00-99,booking@tanay.hcsds.ru,1600 м,Угол наклона горнолыжной трассы от 25 до 40 %. Ширина трассы 33 м. Размер выката 150 м.,красная,Ефипов Алексей Александрович,174-р/2,10.12.2021,Т/022/090-2021,10.12.2021,09.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000469,"Горнолыжная трасса № 2 ГЛК ""Танай"" ООО «Санаторий Танай»",Горнолыжная трасса № 2,ООО «Санаторий Танай»,Кемеровская область,4240010070,1094240000051,"652395, Кемеровская область-Кузбасс, Промышленновский  муниципальный округ, село Ваганово, улица Центральная, 20",+7 (3842) 39-00-99,booking@tanay.hcsds.ru,1500 м,Угол наклона горнолыжной трассы от 25 до 40 %. Ширина трассы\t40 – 60 м. Размер выката 150 м.,красная,Ефипов Алексей Александрович,173-р/2,10.12.2021,Т/022/089-2021,10.12.2021,09.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000468,"Горнолыжная трасса ""№ 1"" ГЛК ""Танай"" ООО «Санаторий Танай»","Горнолыжная трасса ""№ 1""",ООО «Санаторий Танай»,Кемеровская область,4240010070,1094240000051,"652395, Кемеровская область-Кузбасс, Промышленновский  муниципальный округ, село Ваганово, улица Центральная, 20",+7 (3842) 39-00-99,booking@tanay.hcsds.ru,1500 м,Угол наклона горнолыжной трассы от 15 до 25 %. Ширина трассы\t40 – 65 м. Размер выката 150 м.,синяя,Ефипов Алексей Александрович,172-р/2,10.12.2021,Т/022/088-2021,10.12.2021,09.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000467,"Трасса ""Медвежка"" ОАУ «СТК «Горный воздух»","Трасса ""Медвежка""",ОАУ «СТК «Горный воздух»,Сахалинская область,6501211081,1096501007019,"693010 г. Южно-Сахалинск, ул. Горный воздух, лит. В",8 (4242) 51 11 10,info@ski-gv.ru,764 м,Угол наклона горнолыжной трассы от 10 гр. до 15 гр. Ширина трассы от 40 м до 45 м. Размер выката 60 м.,синяя,Ефипов Алексей Александрович,168-р/2,03.12.2021,Т/022/087-2021,03.12.2021,02.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
440000466,"Трасса ""Зубатка"" ОАУ «СТК «Горный воздух»","Трасса ""Зубатка""",ОАУ «СТК «Горный воздух»,Сахалинская область,6501211081,1096501007019,"693010 г. Южно-Сахалинск, ул. Горный воздух, лит. В",8 (4242) 51 11 10,info@ski-gv.ru,941 м,Угол наклона горнолыжной трассы от 16 до 25 гр. Ширина трассы\tот 40-45 м.  Размер выката 80 м.,черная,Ефипов Алексей Александрович,167-р/2,03.12.2021,Т/022/086-2021,03.12.2021,02.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт"""
